POP,DENSITY,GEONAME,state,state,place
357,2153.833666,"Ocean Breeze Park town, Florida",12,,50900
1923,2216.897816,"Ocean Ridge town, Florida",12,,50950
44820,2957.128878,"Ocoee city, Florida",12,,51075
5691,1397.445066,"Okeechobee city, Florida",12,,51200
14397,1606.627442,"Oldsmar city, Florida",12,,51350
16457,3822.967323,"Opa-locka city, Florida",12,,51650
11403,1532.085708,"Orange City city, Florida",12,,51825
8783,2423.980006,"Orange Park town, Florida",12,,52125
448,361.0429021,"Orchid town, Florida",12,,52175
277173,2634.281099,"Orlando city, Florida",12,,53000
42162,1280.660066,"Ormond Beach city, Florida",12,,53150
135,94.38820959,"Otter Creek town, Florida",12,,53500
39337,2556.137455,"Oviedo city, Florida",12,,53575
6094,1099.38593,"Pahokee city, Florida",12,,53800
10452,1224.798636,"Palatka city, Florida",12,,53875
110104,1675.31143,"Palm Bay city, Florida",12,,54000
8690,2067.161283,"Palm Beach town, Florida",12,,54025
53778,959.7740028,"Palm Beach Gardens city, Florida",12,,54075
1237,4549.329356,"Palm Beach Shores town, Florida",12,,54150
85109,896.2442981,"Palm Coast city, Florida",12,,54200
13446,2489.928467,"Palmetto city, Florida",12,,54250
24570,2963.808028,"Palmetto Bay village, Florida",12,,54275
1034,1809.404814,"Palm Shores town, Florida",12,,54425
24051,5990.221805,"Palm Springs village, Florida",12,,54450
37635,1078.264617,"Panama City city, Florida",12,,54700
12776,662.8067942,"Panama City Beach city, Florida",12,,54725
4617,2410.766783,"Parker city, Florida",12,,55075
31507,2268.055368,"Parkland city, Florida",12,,55125
774,207.1406766,"Paxton town, Florida",12,,55475
6312,4605.165022,"Pembroke Park town, Florida",12,,55750
168587,5104.522673,"Pembroke Pines city, Florida",12,,55775
821,569.23057,"Penney Farms town, Florida",12,,55875
53779,2379.786994,"Pensacola city, Florida",12,,55925
7045,751.007253,"Perry city, Florida",12,,56150
1849,181.9381318,"Pierson town, Florida",12,,56425
19444,2610.553561,"Pinecrest village, Florida",12,,56625
52137,3283.343459,"Pinellas Park city, Florida",12,,56975
92706,4284.774155,"Plantation city, Florida",12,,57425
38200,1405.400936,"Plant City city, Florida",12,,57550
1973,439.8911287,"Polk City town, Florida",12,,57950
882,291.344144,"Pomona Park town, Florida",12,,58025
109393,4550.626366,"Pompano Beach city, Florida",12,,58050
555,111.9844386,"Ponce de Leon town, Florida",12,,58175
3220,719.1179671,"Ponce Inlet town, Florida",12,,58200
61105,2276.339291,"Port Orange city, Florida",12,,58575
2812,1267.460318,"Port Richey city, Florida",12,,58600
3474,367.6743233,"Port St. Joe city, Florida",12,,58675
185132,1557.184529,"Port St. Lucie city, Florida",12,,58715
18796,1249.259799,"Punta Gorda city, Florida",12,,59200
7680,662.0735228,"Quincy city, Florida",12,,59325
244,427.6423747,"Raiford town, Florida",12,,59400
527,415.4735494,"Reddick town, Florida",12,,59675
1483,4140.219705,"Redington Beach town, Florida",12,,59725
2234,6855.749498,"Redington Shores town, Florida",12,,59750
34244,4019.732607,"Riviera Beach city, Florida",12,,60975
27068,2226.810989,"Rockledge city, Florida",12,,61500
38006,3411.636115,"Royal Palm Beach village, Florida",12,,62100
17606,3605.072754,"Safety Harbor city, Florida",12,,62425
14280,1513.966329,"St. Augustine city, Florida",12,,62500
6979,3294.916471,"St. Augustine Beach city, Florida",12,,62525
47809,2560.190423,"St. Cloud city, Florida",12,,62625
1422,1214.569352,"St. Leo town, Florida",12,,62775
636,721.8811172,"St. Lucie Village town, Florida",12,,62800
305,157.422641,"St. Marks city, Florida",12,,62825
9671,4541.787057,"St. Pete Beach city, Florida",12,,62885
260999,4226.597079,"St. Petersburg city, Florida",12,,63000
1359,1031.667208,"San Antonio city, Florida",12,,63375
58605,2541.626492,"Sanford city, Florida",12,,63650
7351,455.9287468,"Sanibel city, Florida",12,,63700
56610,3855.90192,"Sarasota city, Florida",12,,64175
10832,3711.61003,"Satellite Beach city, Florida",12,,64400
730,4125.372544,"Sea Ranch Lakes village, Florida",12,,64725
24772,1823.270616,"Sebastian city, Florida",12,,64825
10638,1052.530918,"Sebring city, Florida",12,,64875
18334,3571.149019,"Seminole city, Florida",12,,64975
2180,1840.161157,"Sewall's Point town, Florida",12,,65225
805,2801.736643,"Shalimar town, Florida",12,,65425
1768,400.7459879,"Sneads town, Florida",12,,66725
470,278.910263,"Sopchoppy city, Florida",12,,66925
5111,1903.603264,"South Bay city, Florida",12,,67175
12789,3452.901549,"South Daytona city, Florida",12,,67325
12207,5386.646357,"South Miami city, Florida",12,,67550
1434,11623.2738,"South Palm Beach town, Florida",12,,67650
5111,8413.594961,"South Pasadena city, Florida",12,,67675
7898,601.2550935,"Southwest Ranches town, Florida",12,,68135
9494,2198.998868,"Springfield city, Florida",12,,68275
5416,750.7425745,"Starke city, Florida",12,,68525
16623,2500.204445,"Stuart city, Florida",12,,68875
22086,21862.34465,"Sunny Isles Beach city, Florida",12,,69555
93734,5734.428571,"Sunrise city, Florida",12,,69700
5811,10426.44729,"Surfside town, Florida",12,,70075
20701,9115.181324,"Sweetwater city, Florida",12,,70345
190894,1900.933057,"Tallahassee city, Florida",12,,70600
65199,5610.14158,"Tamarac city, Florida",12,,70675
377165,3325.474705,"Tampa city, Florida",12,,71000
24867,2732.033296,"Tarpon Springs city, Florida",12,,71150
15922,1374.531615,"Tavares city, Florida",12,,71225
26515,3703.550422,"Temple Terrace city, Florida",12,,71400
5990,3260.004337,"Tequesta village, Florida",12,,71525
46019,1581.283886,"Titusville city, Florida",12,,71900
6937,4490.634758,"Treasure Island city, Florida",12,,72325
2089,610.6693139,"Trenton city, Florida",12,,72350
3757,1049.307921,"Umatilla city, Florida",12,,73025
5072,428.1121462,"Valparaiso city, Florida",12,,73675
22465,1455.453378,"Venice city, Florida",12,,73900
681,143.1127538,"Vernon city, Florida",12,,74125
16751,1464.426018,"Vero Beach city, Florida",12,,74150
2472,8395.23587,"Virginia Gardens village, Florida",12,,74575
1030,472.8619617,"Waldo city, Florida",12,,74925
4922,1517.870926,"Wauchula city, Florida",12,,75375
377,325.13366,"Wausau town, Florida",12,,75450
1086,819.8823627,"Webster city, Florida",12,,75600
13,12.81612975,"Weeki Wachee city, Florida",12,,75625
684,456.750909,"Welaka town, Florida",12,,75750
63900,1415.488706,"Wellington village, Florida",12,,75812
21293,1996.425909,"West Melbourne city, Florida",12,,76500
7459,10525.86526,"West Miami city, Florida",12,,76525
70015,2809.857253,"Weston city, Florida",12,,76582
108161,1961.759679,"West Palm Beach city, Florida",12,,76600
15112,6877.695431,"West Park city, Florida",12,,76658
278,38.52311282,"Westville town, Florida",12,,76975
2024,311.5174203,"Wewahitchka city, Florida",12,,77100
775,421.2420512,"White Springs town, Florida",12,,77400
7464,204.6609676,"Wildwood city, Florida",12,,77675
2760,409.7605878,"Williston city, Florida",12,,77825
12682,6448.055647,"Wilton Manors city, Florida",12,,78000
3327,1753.420419,"Windermere town, Florida",12,,78050
41988,2589.19924,"Winter Garden city, Florida",12,,78250
38953,1244.344057,"Winter Haven city, Florida",12,,78275
30208,3477.778754,"Winter Park city, Florida",12,,78300
35599,2426.257692,"Winter Springs city, Florida",12,,78325
382,370.8767949,"Worthington Springs town, Florida",12,,78775
504,65.99619328,"Yankeetown town, Florida",12,,78925
14907,1590.325513,"Zephyrhills city, Florida",12,,79225
1795,1027.948454,"Zolfo Springs town, Florida",12,,79250
2761,903.720044,"Abbeville city, Georgia",13,,184
22418,2699.266136,"Acworth city, Georgia",13,,408
4816,528.9987081,"Adairsville city, Georgia",13,,436
5355,662.9281538,"Adel city, Georgia",13,,576
651,473.511653,"Adrian city, Georgia",13,,660
556,257.5441388,"Ailey city, Georgia",13,,828
3389,1729.739771,"Alamo town, Georgia",13,,996
662,644.8161913,"Alapaha town, Georgia",13,,1024
73801,1340.280323,"Albany city, Georgia",13,,1052
105,433.0028517,"Aldora town, Georgia",13,,1248
663,602.2944812,"Allenhurst city, Georgia",13,,1472
161,52.41407246,"Allentown city, Georgia",13,,1500
3556,583.8682869,"Alma city, Georgia",13,,1612
65338,2428.998118,"Alpharetta city, Georgia",13,,1696
159,55.8047058,"Alston town, Georgia",13,,1808
1164,1052.775207,"Alto town, Georgia",13,,1948
382,125.2261082,"Ambrose city, Georgia",13,,2060
15854,1404.841406,"Americus city, Georgia",13,,2116
234,169.6069498,"Andersonville city, Georgia",13,,2256
562,89.02996572,"Arabi town, Georgia",13,,2564
1242,1106.490589,"Aragon city, Georgia",13,,2592
1808,199.4453972,"Arcade city, Georgia",13,,2648
214,124.4556599,"Argyle town, Georgia",13,,2844
1380,345.2691846,"Arlington city, Georgia",13,,2928
355,208.9881671,"Arnoldsville city, Georgia",13,,3124
3737,790.9290911,"Ashburn city, Georgia",13,,3236
123371,1060.262623,"Athens-Clarke County unified government (balance), Georgia",13,,3440
472522,3540.293584,"Atlanta city, Georgia",13,,4000
432,542.5421043,"Attapulgus city, Georgia",13,,4084
7603,1150.191165,"Auburn city, Georgia",13,,4140
197081,651.5835958,"Augusta-Richmond County consolidated government (balance), Georgia",13,,4204
7139,1187.829912,"Austell city, Georgia",13,,4252
207,117.1922595,"Avalon town, Georgia",13,,4392
233,358.4760607,"Avera city, Georgia",13,,4448
3150,2576.534401,"Avondale Estates city, Georgia",13,,4644
857,439.1020755,"Baconton city, Georgia",13,,4840
12274,652.9042724,"Bainbridge city, Georgia",13,,4896
3304,673.3979561,"Baldwin city, Georgia",13,,4980
1909,324.7624043,"Ball Ground city, Georgia",13,,5036
6696,1103.674582,"Barnesville city, Georgia",13,,5344
259,229.3552926,"Bartow town, Georgia",13,,5680
381,530.6082501,"Barwick city, Georgia",13,,5708
4741,593.0412471,"Baxley city, Georgia",13,,6016
120,121.7118213,"Bellville city, Georgia",13,,6688
2062,1178.194994,"Berkeley Lake city, Georgia",13,,7248
560,670.0099319,"Berlin city, Georgia",13,,7304
688,276.0630261,"Bethlehem town, Georgia",13,,7612
342,290.0507704,"Between town, Georgia",13,,7640
251,320.5569785,"Bishop town, Georgia",13,,8200
3595,815.2117347,"Blackshear city, Georgia",13,,8284
576,520.8908957,"Blairsville city, Georgia",13,,8480
4702,267.9017353,"Blakely city, Georgia",13,,8536
2717,212.8265725,"Bloomingdale city, Georgia",13,,8844
1391,531.5388091,"Blue Ridge city, Georgia",13,,8928
99,61.56665718,"Bluffton town, Georgia",13,,8956
694,246.094579,"Blythe city, Georgia",13,,9040
1056,446.3381022,"Bogart town, Georgia",13,,9068
1329,589.8973418,"Boston city, Georgia",13,,9460
372,119.0460084,"Bostwick city, Georgia",13,,9488
2097,616.8678352,"Bowdon city, Georgia",13,,9544
469,152.3788008,"Bowersville town, Georgia",13,,9656
811,260.1108944,"Bowman city, Georgia",13,,9712
10234,811.4038726,"Braselton town, Georgia",13,,10076
389,123.3507609,"Braswell town, Georgia",13,,10104
6421,610.1946359,"Bremen city, Georgia",13,,10132
208,101.9215965,"Brinson town, Georgia",13,,10608
383,484.5639525,"Bronwood town, Georgia",13,,10860
52444,4528.069391,"Brookhaven city, Georgia",13,,10944
1523,462.3620565,"Brooklet city, Georgia",13,,11000
550,128.2131309,"Brooks town, Georgia",13,,11056
1185,365.9277749,"Broxton city, Georgia",13,,11504
16346,956.6994802,"Brunswick city, Georgia",13,,11560
1141,770.3163864,"Buchanan city, Georgia",13,,11616
172,216.5430225,"Buckhead town, Georgia",13,,11672
2142,665.412342,"Buena Vista city, Georgia",13,,11728
14356,832.6424158,"Buford city, Georgia",13,,11784
1871,575.9455402,"Butler city, Georgia",13,,12120
506,1398.026629,"Byromville town, Georgia",13,,12232
5133,587.888637,"Byron city, Georgia",13,,12260
526,419.6925251,"Cadwell town, Georgia",13,,12344
9570,983.6178867,"Cairo city, Georgia",13,,12400
16445,1093.645739,"Calhoun city, Georgia",13,,12456
131,165.3445932,"Camak town, Georgia",13,,12512
5170,783.1662809,"Camilla city, Georgia",13,,12624
804,257.5740057,"Canon city, Georgia",13,,12932
26340,1452.497286,"Canton city, Georgia",13,,12988
220,202.3059578,"Carl town, Georgia",13,,13184
264,262.3870718,"Carlton city, Georgia",13,,13212
578,205.5508776,"Carnesville city, Georgia",13,,13352
26562,1190.475005,"Carrollton city, Georgia",13,,13492
20753,712.29943,"Cartersville city, Georgia",13,,13688
1154,284.8141144,"Cave Spring city, Georgia",13,,14108
275,287.8199372,"Cecil city, Georgia",13,,14192
9799,1113.171729,"Cedartown city, Georgia",13,,14500
7615,1918.157727,"Centerville city, Georgia",13,,14920
389,118.7583905,"Centralhatchee town, Georgia",13,,15026
28306,3674.320176,"Chamblee city, Georgia",13,,15172
4264,801.865456,"Chatsworth city, Georgia",13,,15508
2804,55.87096225,"Chattahoochee Hills city, Georgia",13,,15552
320,185.4267834,"Chauncey city, Georgia",13,,15648
1567,1779.600748,"Chester town, Georgia",13,,15900
3101,1207.810964,"Chickamauga city, Georgia",13,,15984
1770,719.7601008,"Clarkesville city, Georgia",13,,16460
12742,7039.205824,"Clarkston city, Georgia",13,,16544
2297,1321.315913,"Claxton city, Georgia",13,,16600
2266,680.2560889,"Clayton city, Georgia",13,,16656
947,318.3341719,"Clermont town, Georgia",13,,16796
3851,1005.49915,"Cleveland city, Georgia",13,,16824
271,339.4689829,"Climax city, Georgia",13,,16908
348,520.3613564,"Cobbtown city, Georgia",13,,17272
5036,1070.586013,"Cochran city, Georgia",13,,17328
635,135.5132653,"Cohutta city, Georgia",13,,17496
609,597.7112817,"Colbert city, Georgia",13,,17552
15035,1402.487761,"College Park city, Georgia",13,,17776
577,565.7057096,"Collins city, Georgia",13,,17832
1910,232.026606,"Colquitt city, Georgia",13,,18000
197485,912.4998813,"Columbus city, Georgia",13,,19000
1159,358.0339585,"Comer city, Georgia",13,,19084
6788,567.9046012,"Commerce city, Georgia",13,,19112
379,463.9168868,"Concord city, Georgia",13,,19168
15919,1364.700816,"Conyers city, Georgia",13,,19336
528,646.5758132,"Coolidge city, Georgia",13,,19392
10856,1070.550919,"Cordele city, Georgia",13,,19616
4267,1079.059986,"Cornelia city, Georgia",13,,19728
13977,884.3040917,"Covington city, Georgia",13,,20064
828,710.8066512,"Crawford city, Georgia",13,,20288
495,158.9016653,"Crawfordville city, Georgia",13,,20316
179,230.3207754,"Culloden city, Georgia",13,,20848
6225,934.8621843,"Cumming city, Georgia",13,,20932
10922,43.91004882,"Cusseta-Chattahoochee County unified government, Georgia",13,,21017
3664,1203.086438,"Cuthbert city, Georgia",13,,21072
5632,1077.985969,"Dacula city, Georgia",13,,21184
6437,748.353168,"Dahlonega city, Georgia",13,,21240
142,147.5001287,"Daisy city, Georgia",13,,21268
13108,1775.293789,"Dallas city, Georgia",13,,21324
34077,1679.503218,"Dalton city, Georgia",13,,21380
236,134.0241637,"Damascus city, Georgia",13,,21436
585,404.6978394,"Danielsville city, Georgia",13,,21632
220,278.837178,"Danville town, Georgia",13,,21688
1845,87.92473966,"Darien city, Georgia",13,,21716
979,215.4998751,"Dasher town, Georgia",13,,21744
1697,556.127286,"Davisboro city, Georgia",13,,21800
4291,1143.72792,"Dawson city, Georgia",13,,21912
2634,322.616281,"Dawsonville city, Georgia",13,,21940
546,669.924121,"Dearing town, Georgia",13,,22024
22813,5143.557816,"Decatur city, Georgia",13,,22052
127,156.0532044,"Deepstep town, Georgia",13,,22108
2061,918.8302152,"Demorest city, Georgia",13,,22304
251,165.1935881,"Denton city, Georgia",13,,22388
180,220.7116967,"De Soto city, Georgia",13,,22472
568,740.0378915,"Dexter town, Georgia",13,,22752
337,192.6137124,"Dillard city, Georgia",13,,22976
770,616.205371,"Doerun city, Georgia",13,,23284
2637,663.9997997,"Donalsonville city, Georgia",13,,23368
137,296.0784061,"Dooling town, Georgia",13,,23480
10501,2140.295439,"Doraville city, Georgia",13,,23536
11727,875.7701687,"Douglas city, Georgia",13,,23872
33252,1476.298148,"Douglasville city, Georgia",13,,23900
16104,1009.240378,"Dublin city, Georgia",13,,24376
569,166.9383082,"Dudley city, Georgia",13,,24488
29331,2894.874073,"Duluth city, Georgia",13,,24600
48884,3754.454864,"Dunwoody city, Georgia",13,,24768
123,157.1412482,"Du Pont town, Georgia",13,,24796
2381,601.5924748,"East Dublin city, Georgia",13,,25300
559,164.425231,"East Ellijay city, Georgia",13,,25356
5157,804.0609319,"Eastman city, Georgia",13,,25552
35471,2413.115372,"East Point city, Georgia",13,,25720
6555,319.6166503,"Eatonton city, Georgia",13,,26084
3962,9.549416732,"Echols County consolidated government, Georgia",13,,26156
24,129.9107842,"Edge Hill city, Georgia",13,,26224
1451,620.0232608,"Edison city, Georgia",13,,26448
4420,975.5584284,"Elberton city, Georgia",13,,26616
1850,585.384894,"Ellaville city, Georgia",13,,26980
284,359.0313937,"Ellenton town, Georgia",13,,27008
1694,477.9389781,"Ellijay city, Georgia",13,,27092
1565,179.7767394,"Emerson city, Georgia",13,,27344
1305,401.1969123,"Enigma town, Georgia",13,,27596
419,138.7614804,"Ephesus city, Georgia",13,,27708
897,743.6309954,"Eton city, Georgia",13,,27932
4293,794.4058798,"Euharlee city, Georgia",13,,27988
14182,837.9605723,"Fairburn city, Georgia",13,,28380
738,412.6778508,"Fairmount city, Georgia",13,,28492
320,116.6131217,"Fargo city, Georgia",13,,28744
17519,1364.86637,"Fayetteville city, Georgia",13,,28968
8927,999.825853,"Fitzgerald city, Georgia",13,,29528
717,152.4581267,"Flemington city, Georgia",13,,30088
640,326.8879652,"Flovilla city, Georgia",13,,30312
7073,1013.822628,"Flowery Branch city, Georgia",13,,30340
4788,1142.327364,"Folkston city, Georgia",13,,30424
19731,2126.832962,"Forest Park city, Georgia",13,,30536
4125,700.6888376,"Forsyth city, Georgia",13,,30732
1046,219.0379092,"Fort Gaines city, Georgia",13,,30816
9839,708.260972,"Fort Oglethorpe city, Georgia",13,,30956
8643,1155.017159,"Fort Valley city, Georgia",13,,31096
964,288.2423299,"Franklin city, Georgia",13,,31292
1130,518.5375215,"Franklin Springs city, Georgia",13,,31320
447,391.3484776,"Funston city, Georgia",13,,31684
40000,1213.361751,"Gainesville city, Georgia",13,,31908
8900,622.8299258,"Garden City city, Georgia",13,,32048
203,257.5199,"Garfield city, Georgia",13,,32188
86,99.75138976,"Gay town, Georgia",13,,32384
98,124.5510381,"Geneva town, Georgia",13,,32412
2335,15.43930165,"Georgetown-Quitman County unified government, Georgia",13,,32528
646,630.4865509,"Gibson city, Georgia",13,,32748
249,220.5509274,"Gillsville city, Georgia",13,,32860
151,47.76223775,"Girard town, Georgia",13,,32916
5098,721.0421698,"Glennville city, Georgia",13,,33336
742,237.0608912,"Glenwood city, Georgia",13,,33392
291,157.9504898,"Good Hope city, Georgia",13,,33896
1952,362.6958205,"Gordon city, Georgia",13,,33980
299,171.8178489,"Graham city, Georgia",13,,34260
3202,552.6983204,"Grantville city, Georgia",13,,34428
3268,839.45529,"Gray city, Georgia",13,,34512
3742,1507.998132,"Grayson city, Georgia",13,,34596
3384,502.749522,"Greensboro city, Georgia",13,,34876
855,364.7371128,"Greenville city, Georgia",13,,35016
22928,1644.956984,"Griffin city, Georgia",13,,35324
13463,2541.728574,"Grovetown city, Georgia",13,,35716
253,308.9490178,"Gumbranch city, Georgia",13,,35800
1892,589.9895464,"Guyton city, Georgia",13,,35884
971,474.9474979,"Hagan city, Georgia",13,,36024
2937,1094.706348,"Hahira city, Georgia",13,,36052
1077,325.6820292,"Hamilton city, Georgia",13,,36220
7532,1377.935003,"Hampton city, Georgia",13,,36276
6627,2754.372987,"Hapeville city, Georgia",13,,36472
187,240.4118765,"Haralson town, Georgia",13,,36528
3018,667.6775997,"Harlem city, Georgia",13,,36696
461,269.9987603,"Harrison town, Georgia",13,,36920
4505,884.9951138,"Hartwell city, Georgia",13,,37144
5409,1092.013366,"Hawkinsville city, Georgia",13,,37396
4186,884.5373092,"Hazlehurst city, Georgia",13,,37564
542,250.0844877,"Helen city, Georgia",13,,37788
3898,201.7069076,"Hephzibah city, Georgia",13,,38040
916,552.0097147,"Hiawassee city, Georgia",13,,38124
310,98.56615957,"Higgston town, Georgia",13,,38348
323,187.5950232,"Hiltonia town, Georgia",13,,38920
33577,1850.901882,"Hinesville city, Georgia",13,,38964
3898,981.7024698,"Hiram city, Georgia",13,,39076
526,153.4328196,"Hoboken city, Georgia",13,,39216
3139,432.9772309,"Hogansville city, Georgia",13,,39244
11281,1681.296403,"Holly Springs city, Georgia",13,,39524
864,345.724408,"Homeland city, Georgia",13,,39692
1136,117.9248573,"Homer town, Georgia",13,,39720
2450,702.1011238,"Homerville city, Georgia",13,,39748
1495,579.8712163,"Hoschton city, Georgia",13,,40056
203,636.8385809,"Hull city, Georgia",13,,40532
456,398.4951858,"Ideal city, Georgia",13,,40812
345,448.0292039,"Ila city, Georgia",13,,40840
303,379.4505584,"Iron City town, Georgia",13,,41344
568,180.6056692,"Irwinton city, Georgia",13,,41400
920,355.0803353,"Ivey city, Georgia",13,,41540
5071,813.0266433,"Jackson city, Georgia",13,,41596
136,125.1315276,"Jacksonville city, Georgia",13,,41708
149,120.1355962,"Jakin city, Georgia",13,,41792
3819,450.1968058,"Jasper city, Georgia",13,,41932
10486,479.2159671,"Jefferson city, Georgia",13,,41988
950,259.8908274,"Jeffersonville city, Georgia",13,,42100
371,298.8729648,"Jenkinsburg city, Georgia",13,,42156
147,189.4026156,"Jersey city, Georgia",13,,42184
10170,619.7131773,"Jesup city, Georgia",13,,42268
83873,2721.991936,"Johns Creek city, Georgia",13,,42425
4729,1871.769272,"Jonesboro city, Georgia",13,,42604
162,68.91559451,"Junction City town, Georgia",13,,42800
33627,3511.494365,"Kennesaw city, Georgia",13,,43192
304,288.494306,"Keysville city, Georgia",13,,43360
16720,391.5351758,"Kingsland city, Georgia",13,,43640
654,519.5836808,"Kingston city, Georgia",13,,43668
223,276.7821128,"Kite city, Georgia",13,,43892
7159,885.3640015,"LaFayette city, Georgia",13,,44312
30771,733.2612383,"LaGrange city, Georgia",13,,44340
2781,1505.50042,"Lake City city, Georgia",13,,44508
3295,1067.263327,"Lakeland city, Georgia",13,,44592
726,517.3721925,"Lake Park city, Georgia",13,,44704
2167,472.698352,"Lavonia city, Georgia",13,,45460
30782,2298.123083,"Lawrenceville city, Georgia",13,,45488
579,180.4985476,"Leary city, Georgia",13,,45600
3006,609.0197558,"Leesburg city, Georgia",13,,45768
851,533.9856706,"Lenox town, Georgia",13,,45936
384,216.911572,"Leslie city, Georgia",13,,46020
228,416.0922324,"Lexington city, Georgia",13,,46188
12675,1982.787819,"Lilburn city, Georgia",13,,46356
201,333.9225469,"Lilly city, Georgia",13,,46384
1520,432.5465494,"Lincolnton city, Georgia",13,,46552
2082,2243.105988,"Lithonia city, Georgia",13,,46860
5940,551.7593654,"Locust Grove city, Georgia",13,,47140
11674,1590.649546,"Loganville city, Georgia",13,,47196
89,142.4377049,"Lone Oak town, Georgia",13,,47252
1577,593.1047442,"Lookout Mountain city, Georgia",13,,47336
2383,660.6376738,"Louisville city, Georgia",13,,47560
6367,2453.081254,"Lovejoy city, Georgia",13,,47616
2162,929.2250884,"Ludowici city, Georgia",13,,47784
2882,666.5603484,"Lula city, Georgia",13,,47896
1264,656.4337693,"Lumber City city, Georgia",13,,47952
1091,689.4871464,"Lumpkin city, Georgia",13,,47980
817,258.2427525,"Luthersville city, Georgia",13,,48008
528,702.7374183,"Lyerly town, Georgia",13,,48092
4369,533.6220638,"Lyons city, Georgia",13,,48232
1108,713.7352374,"McCaysville city, Georgia",13,,48428
23964,1900.028177,"McDonough city, Georgia",13,,48624
616,118.8446492,"McIntyre town, Georgia",13,,48848
152555,612.0096028,"Macon-Bibb County, Georgia",13,,49008
8338,1295.600468,"McRae-Helena city, Georgia",13,,49100
4060,465.7815185,"Madison city, Georgia",13,,49196
88,113.874863,"Manassas city, Georgia",13,,49504
4061,506.787183,"Manchester city, Georgia",13,,49532
440,420.6818429,"Mansfield city, Georgia",13,,49616
60941,2614.991136,"Marietta city, Georgia",13,,49756
1312,419.9559927,"Marshallville city, Georgia",13,,49924
371,147.7693699,"Martin town, Georgia",13,,50008
224,94.08492949,"Maxeys town, Georgia",13,,50260
1889,424.7429382,"Maysville town, Georgia",13,,50484
183,362.1915176,"Meansville city, Georgia",13,,50596
1038,667.1661905,"Meigs city, Georgia",13,,50680
468,597.6762764,"Menlo city, Georgia",13,,50848
4076,530.6240572,"Metter city, Georgia",13,,51072
263,132.1560122,"Midville city, Georgia",13,,51240
1997,310.1377693,"Midway city, Georgia",13,,51352
760,244.1915695,"Milan city, Georgia",13,,51408
18933,930.3083046,"Milledgeville city, Georgia",13,,51492
2889,807.1243488,"Millen city, Georgia",13,,51520
615,304.6970098,"Milner city, Georgia",13,,51604
38411,996.7209237,"Milton city, Georgia",13,,51670
197,133.3708442,"Mitchell town, Georgia",13,,51968
371,214.9790327,"Molena city, Georgia",13,,52108
13478,886.566614,"Monroe city, Georgia",13,,52192
3142,688.9138331,"Montezuma city, Georgia",13,,52304
2618,815.0792174,"Monticello city, Georgia",13,,52416
213,131.943956,"Montrose town, Georgia",13,,52500
422,467.1915187,"Moreland town, Georgia",13,,52668
1782,1360.74983,"Morgan city, Georgia",13,,52696
315,379.7890935,"Morganton city, Georgia",13,,52724
7276,2158.348795,"Morrow city, Georgia",13,,53004
533,309.0122258,"Morven city, Georgia",13,,53032
14361,861.748511,"Moultrie city, Georgia",13,,53060
1075,591.9859288,"Mountain City town, Georgia",13,,53116
582,1260.764883,"Mountain Park city, Georgia",13,,53172
1300,499.1346859,"Mount Airy town, Georgia",13,,53284
2278,571.9357066,"Mount Vernon city, Georgia",13,,53508
1763,181.7129378,"Mount Zion city, Georgia",13,,53620
1048,372.3105086,"Nahunta city, Georgia",13,,54124
4864,1045.687328,"Nashville city, Georgia",13,,54264
1361,906.7850584,"Nelson city, Georgia",13,,54572
745,467.1004536,"Newborn town, Georgia",13,,54656
261,322.0076845,"Newington town, Georgia",13,,54992
37912,1988.050978,"Newnan city, Georgia",13,,55020
588,202.0487219,"Newton city, Georgia",13,,55244
3331,1823.234445,"Nicholls city, Georgia",13,,55440
1724,434.9621626,"Nicholson city, Georgia",13,,55468
16787,2744.18307,"Norcross city, Georgia",13,,55776
969,314.7227532,"Norman Park city, Georgia",13,,55860
723,294.5590433,"North High Shoals town, Georgia",13,,56308
227,278.7294037,"Norwood city, Georgia",13,,56560
148,112.1118714,"Nunez city, Georgia",13,,56644
477,67.49760608,"Oak Park town, Georgia",13,,57232
4161,789.5587522,"Oakwood city, Georgia",13,,57260
680,734.1085887,"Ochlocknee town, Georgia",13,,57372
3604,1416.042233,"Ocilla city, Georgia",13,,57428
256,197.2265272,"Oconee city, Georgia",13,,57456
505,249.1173269,"Odum city, Georgia",13,,57540
438,133.8848313,"Offerman city, Georgia",13,,57568
1194,599.0962684,"Oglethorpe city, Georgia",13,,57736
224,241.1714896,"Oliver city, Georgia",13,,58100
1227,688.1889032,"Omega city, Georgia",13,,58184
210,590.762042,"Orchard Hill town, Georgia",13,,58296
2224,1033.310637,"Oxford city, Georgia",13,,58744
4707,398.8545121,"Palmetto city, Georgia",13,,58884
149,191.3569453,"Parrott town, Georgia",13,,59416
754,286.0343578,"Patterson city, Georgia",13,,59500
621,352.8918396,"Pavo city, Georgia",13,,59556
205,4777.328751,"Payne city, Georgia",13,,59584
35186,1433.613904,"Peachtree City city, Georgia",13,,59724
42773,2656.024928,"Peachtree Corners city, Georgia",13,,59735
2083,621.3408758,"Pearson city, Georgia",13,,59808
3649,897.9976025,"Pelham city, Georgia",13,,59976
2484,327.1854787,"Pembroke city, Georgia",13,,60004
463,153.184249,"Pendergrass town, Georgia",13,,60032
16200,615.37069,"Perry city, Georgia",13,,60340
328,322.4467931,"Pinehurst city, Georgia",13,,60984
